0.000000 127562000.000000 0.000000 0.000000 
0.010000 127444392.000000 -24041.208984 376516.000000 
0.020000 127534560.000000 47565.214844 754215.500000 
0.030000 127468096.000000 -54835.183594 1130320.000000 
0.040000 127466704.000000 64462.566406 1506613.125000 
0.050000 127491096.000000 -46312.496094 1885381.750000 
0.060000 127390904.000000 40324.277344 2257235.000000 
0.070000 127479096.000000 -2346.426758 2639992.000000 
0.080000 127336024.000000 -7402.572266 3008083.500000 
0.090000 127412088.000000 48720.738281 3391289.750000 
0.100000 127308664.000000 -44171.898438 3761134.000000 
0.110000 127299088.000000 72409.796875 4137795.250000 
0.120000 127286904.000000 -41683.054688 4515739.000000 
0.130000 127172816.000000 52130.199219 4881320.500000 
0.140000 127232904.000000 1147.356567 5267998.500000 
0.150000 127067816.000000 2981.129639 5626200.500000 
0.160000 127121488.000000 54999.082031 6013172.000000 
0.170000 126995016.000000 -36502.187500 6375407.000000 
0.180000 126960480.000000 79627.812500 6749984.000000 
0.190000 126929896.000000 -32371.083984 7126726.000000 
0.200000 126787528.000000 55035.132812 7483061.500000 
0.210000 126827776.000000 15952.387695 7872774.500000 
0.220000 126643240.000000 1305.704956 8220063.000000 
0.230000 126661912.000000 70587.875000 8606570.000000 
0.240000 126535336.000000 -33235.476562 8964305.000000 
0.250000 126448760.000000 83773.468750 9328959.000000 
0.260000 126425776.000000 -12987.684570 9709248.000000 
0.270000 126239584.000000 42061.664062 10050291.000000 
0.280000 126261608.000000 47611.605469 10442022.000000 
0.290000 126074800.000000 -13820.473633 10781545.000000 
0.300000 126028040.000000 90359.273438 11156177.000000 
0.310000 125938960.000000 -22802.660156 11520884.000000 
0.320000 125770344.000000 69180.210938 11861665.000000 
0.330000 125767744.000000 30767.314453 12251170.000000 
0.340000 125553192.000000 6444.046875 12577319.000000 
0.350000 125516840.000000 89615.703125 12957175.000000 
0.360000 125384856.000000 -21025.494141 13308001.000000 
0.370000 125222088.000000 82005.148438 13647058.000000 
0.380000 125194528.000000 27640.263672 14032422.000000 
0.390000 124966168.000000 15939.758789 14348078.000000 
0.400000 124917216.000000 93107.539062 14726374.000000 
0.410000 124770456.000000 -15689.116211 15070249.000000 
0.420000 124589960.000000 83203.078125 15399823.000000 
0.430000 124549816.000000 40136.730469 15783950.000000 
0.440000 124313864.000000 11041.474609 16090864.000000 
0.450000 124231088.000000 102631.460938 16458215.000000 
0.460000 124099104.000000 -5052.627441 16806618.000000 
0.470000 123879344.000000 68919.734375 17116292.000000 
0.480000 123830120.000000 69743.671875 17499900.000000 
0.490000 123606600.000000 -2874.535400 17806978.000000 
0.500000 123458704.000000 105206.453125 18146334.000000 
0.510000 123365904.000000 25747.451172 18512372.000000 
0.520000 123110912.000000 32736.185547 18801018.000000 
0.530000 123018824.000000 105624.617188 19167284.000000 
0.540000 122854400.000000 1245.529419 19499076.000000 
0.550000 122618400.000000 72014.578125 19793148.000000 
0.560000 122540760.000000 85432.531250 20168504.000000 
0.570000 122318400.000000 -343.290924 20468898.000000 
0.580000 122117064.000000 98536.742188 20778430.000000 
0.590000 122024016.000000 63160.105469 21147588.000000 
0.600000 121769336.000000 10100.883789 21427280.000000 
0.610000 121594520.000000 111529.492188 21750196.000000 
0.620000 121477152.000000 48369.925781 22107124.000000 
0.630000 121208432.000000 21469.380859 22374870.000000 
0.640000 121044808.000000 116684.656250 22703786.000000 
0.650000 120908280.000000 43077.347656 23050138.000000 
0.660000 120633408.000000 27468.496094 23310422.000000 
0.670000 120466512.000000 118762.070312 23636968.000000 
0.680000 120321320.000000 46955.363281 23978386.000000 
